aedrug_id,Company,Product,metric_type,units,freq,metric_value,metric_key
3352,Roche,Herceptin,product_sales,usd_mm,YEAR,1928.997,2013-12-31
1129,Pfizer,Celebrex,product_sales,usd_mm,YEAR,1933.000,2013-12-31
3236,Novartis,Gleevec,product_sales,usd_mm,YEAR,1939.000,2013-12-31
1148,Pfizer,Lyrica,product_sales,usd_mm,YEAR,1963.000,2013-12-31
1135,Gilead Sciences,Truvada,product_sales,usd_mm,YEAR,1570.077,2013-12-31
1151,Roche,Lucentis,product_sales,usd_mm,YEAR,1823.210,2013-12-31
779,Novo Nordisk,NovoRapid,product_sales,usd_mm,YEAR,1772.872,2013-12-31
4391,Forest Laboratories,Namenda,product_sales,usd_mm,YEAR,1536.781,2013-12-31
2807,Eli Lilly,Humalog,product_sales,usd_mm,YEAR,1521.400,2013-12-31
3119,Baxter International,Gammagard Liquid,product_sales,usd_mm,YEAR,1451.000,2013-12-31
2798,Merck & Co,Zetia,product_sales,usd_mm,YEAR,1454.000,2013-12-31
34,Merck KGaA,Rebif,product_sales,usd_mm,YEAR,1270.103,2013-12-31
6301,Vertex Pharmaceuticals,Incivek,product_sales,usd_mm,YEAR,466.300,2013-12-31
279,AbbVie,AndroGel,product_sales,usd_mm,YEAR,1035.000,2013-12-31
5116,Pfizer,Viagra,product_sales,usd_mm,YEAR,1132.000,2013-12-31
397,Eli Lilly,Alimta,product_sales,usd_mm,YEAR,1209.100,2013-12-31
6302,Merck & Co,Gardasil,product_sales,usd_mm,YEAR,1295.000,2013-12-31
240,Takeda,Actos,product_sales,usd_mm,YEAR,61.915,2013-12-31
1211,Allergan,Botox,product_sales,usd_mm,YEAR,1235.367,2013-12-31
112,Shire,Vyvanse,product_sales,usd_mm,YEAR,1198.196,2013-12-31
5926,Novo Nordisk,Victoza,product_sales,usd_mm,YEAR,1342.523,2013-12-31
2895,Amgen,Neupogen,product_sales,usd_mm,YEAR,1169.000,2013-12-31
1274,AstraZeneca,Symbicort Turbuhaler,product_sales,usd_mm,YEAR,1233.000,2013-12-31
1825,Pfizer,Premarin,product_sales,usd_mm,YEAR,1001.000,2013-12-31
4005,GlaxoSmithKline,Lovaza,product_sales,usd_mm,YEAR,909.001,2013-12-31
3909,Endo International,Lidoderm,product_sales,usd_mm,YEAR,602.998,2013-12-31
358,Boehringer Ingelheim,Combivent,product_sales,usd_mm,YEAR,802.303,2013-12-31
807,Pfizer,Lipitor,product_sales,usd_mm,YEAR,432.000,2013-12-31
29,Sanofi,Eloxatin,product_sales,usd_mm,YEAR,25.240,2013-12-31
2190,Novo Nordisk,Levemir,product_sales,usd_mm,YEAR,1215.343,2013-12-31
4490,AbbVie,Niaspan,product_sales,usd_mm,YEAR,650.000,2013-12-31
30,Johnson & Johnson,Tylenol,product_sales,usd_mm,YEAR,909.018,2013-12-31
4085,Elan,Tysabri,product_sales,usd_mm,YEAR,0.000,2013-12-31
451,Daiichi Sankyo,Benicar,product_sales,usd_mm,YEAR,857.824,2013-12-31
1126,Takeda,Velcade,product_sales,usd_mm,YEAR,949.698,2013-12-31
289,Baxter International,Advate,product_sales,usd_mm,YEAR,976.526,2013-12-31
3726,Merck & Co,Janumet,product_sales,usd_mm,YEAR,878.000,2013-12-31
7199,Merck & Co,Varivax,product_sales,usd_mm,YEAR,684.000,2013-12-31
7029,Regeneron Pharmaceuticals,Eylea,product_sales,usd_mm,YEAR,1409.000,2013-12-31
7113,Actavis,Methylphenidate ER,product_sales,usd_mm,YEAR,612.140,2013-12-31
3675,Merck & Co,Isentress,product_sales,usd_mm,YEAR,882.000,2013-12-31
7267,AstraZeneca,Seroquel XR,product_sales,usd_mm,YEAR,743.000,2013-12-31
1947,Cubist Pharmaceuticals,Cubicin,product_sales,usd_mm,YEAR,907.978,2013-12-31
4938,Johnson & Johnson,Procrit,product_sales,usd_mm,YEAR,795.000,2013-12-31
792,Bristol-Myers Squibb,Reyataz,product_sales,usd_mm,YEAR,769.000,2013-12-31
1313,Eli Lilly,Cialis,product_sales,usd_mm,YEAR,942.800,2013-12-31
715,Amgen,Aranesp,product_sales,usd_mm,YEAR,747.000,2013-12-31
3125,Grifols,Gamunex IGIV,product_sales,usd_mm,YEAR,830.983,2013-12-31
5415,Merck & Co,Vytorin,product_sales,usd_mm,YEAR,673.000,2013-12-31
1144,Novo Nordisk,NovoSeven,product_sales,usd_mm,YEAR,794.257,2013-12-31
1145,Roche,Xolair,product_sales,usd_mm,YEAR,852.774,2013-12-31
2859,AbbVie,TriCor,product_sales,usd_mm,YEAR,156.000,2013-12-31
1040,Bayer,Betaseron,product_sales,usd_mm,YEAR,662.882,2013-12-31
5108,Allergan,Restasis,product_sales,usd_mm,YEAR,870.000,2013-12-31
3075,Novartis,Gilenya,product_sales,usd_mm,YEAR,1023.000,2013-12-31
1067,Boehringer Ingelheim,Pradaxa,product_sales,usd_mm,YEAR,841.032,2013-12-31
761,Warner Chilcott,Asacol,product_sales,usd_mm,YEAR,379.524,2013-12-31
2947,GlaxoSmithKline,Flixotide/Flovent,product_sales,usd_mm,YEAR,754.111,2013-12-31
2760,Eli Lilly,Evista,product_sales,usd_mm,YEAR,772.000,2013-12-31
5023,AstraZeneca,Seroquel,product_sales,usd_mm,YEAR,-17.000,2013-12-31
1168,Bristol-Myers Squibb,Erbitux,product_sales,usd_mm,YEAR,682.000,2013-12-31
2055,Johnson & Johnson,Prezista,product_sales,usd_mm,YEAR,807.000,2013-12-31
1386,Roche,Xeloda,product_sales,usd_mm,YEAR,664.948,2013-12-31
1141,Pfizer,Zyvox,product_sales,usd_mm,YEAR,688.000,2013-12-31
6777,Novartis,Sandostatin LAR Depot,product_sales,usd_mm,YEAR,710.000,2013-12-31
6309,Amgen,Xgeva,product_sales,usd_mm,YEAR,764.000,2013-12-31
6849,Mylan,EpiPen,product_sales,usd_mm,YEAR,807.200,2013-12-31
1209,Actelion,Tracleer,product_sales,usd_mm,YEAR,661.371,2013-12-31
1646,Amgen,Sensipar,product_sales,usd_mm,YEAR,757.000,2013-12-31
5923,Johnson & Johnson,Stelara,product_sales,usd_mm,YEAR,957.000,2013-12-31
4694,AstraZeneca,Synagis,product_sales,usd_mm,YEAR,617.000,2013-12-31
44,Roche,Tarceva,product_sales,usd_mm,YEAR,651.995,2013-12-31
1822,Johnson & Johnson,Concerta,product_sales,usd_mm,YEAR,308.000,2013-12-31
991,Teva Pharmaceutical Industries,Treanda,product_sales,usd_mm,YEAR,709.000,2013-12-31
7032,Merck & Co,Zostavax,product_sales,usd_mm,YEAR,653.000,2013-12-31
1286,Reckitt Benckiser,Suboxone Film,product_sales,usd_mm,YEAR,828.525,2013-12-31
3001,Sanofi,Fluzone/Vaxigrip,product_sales,usd_mm,YEAR,708.048,2013-12-31
4294,Merck & Co,Nasonex,product_sales,usd_mm,YEAR,681.000,2013-12-31
147,Bristol-Myers Squibb,Orencia,product_sales,usd_mm,YEAR,609.000,2013-12-31
3420,Eli Lilly,Humulin R,product_sales,usd_mm,YEAR,677.200,2013-12-31
5086,Sanofi,Renagel,product_sales,usd_mm,YEAR,705.392,2013-12-31
4745,Roche,Pegasys,product_sales,usd_mm,YEAR,331.395,2013-12-31
3898,Astellas Pharma,Lexiscan,product_sales,usd_mm,YEAR,585.198,2013-12-31
208,Roche,Activase,product_sales,usd_mm,YEAR,685.458,2013-12-31
22,AbbVie,Lupron,product_sales,usd_mm,YEAR,566.000,2013-12-31
1029,Astellas Pharma,Vesicare,product_sales,usd_mm,YEAR,580.205,2013-12-31
1166,Novartis,Zometa,product_sales,usd_mm,YEAR,115.000,2013-12-31
3195,AbbVie,Synthroid,product_sales,usd_mm,YEAR,622.000,2013-12-31
2712,Dainippon Sumitomo Pharma,Lunesta,product_sales,usd_mm,YEAR,579.206,2013-12-31
292,Pfizer,Advil,product_sales,usd_mm,YEAR,543.242,2013-12-31
5140,Salix Pharmaceuticals,Xifaxan 550,product_sales,usd_mm,YEAR,645.628,2013-12-31
3315,Questcor Pharmaceuticals,H.P. Acthar Gel,product_sales,usd_mm,YEAR,760.547,2013-12-31
1173,Bristol-Myers Squibb,Yervoy,product_sales,usd_mm,YEAR,577.000,2013-12-31
301,GlaxoSmithKline,Avodart,product_sales,usd_mm,YEAR,488.138,2013-12-31
319,The Medicines Company,Angiomax,product_sales,usd_mm,YEAR,550.200,2013-12-31
1271,Teva Pharmaceutical Industries,Budesonide (inhalation),product_sales,usd_mm,YEAR,509.425,2013-12-31
4133,Sanofi,Menactra,product_sales,usd_mm,YEAR,371.958,2013-12-31
3893,Bayer,Mirena,product_sales,usd_mm,YEAR,551.295,2013-12-31
10,Pfizer,Pristiq,product_sales,usd_mm,YEAR,540.000,2013-12-31
4089,Merck & Co,Maxalt,product_sales,usd_mm,YEAR,38.000,2013-12-31
3033,Eli Lilly,Forteo,product_sales,usd_mm,YEAR,511.400,2013-12-31
7724,Pfizer,Detrol,product_sales,usd_mm,YEAR,375.000,2013-12-31
1181,Johnson & Johnson,Invega Sustenna,product_sales,usd_mm,YEAR,690.000,2013-12-31
7832,Sanofi,Pentacel,product_sales,usd_mm,YEAR,365.316,2013-12-31
157,Johnson & Johnson,Zytiga,product_sales,usd_mm,YEAR,750.000,2013-12-31
807,Actavis,Atorvastatin calcium,product_sales,usd_mm,YEAR,0.000,2013-12-31
7606,Merck & Co,Pneumovax,product_sales,usd_mm,YEAR,491.000,2013-12-31
1958,GlaxoSmithKline,NicoDerm CQ,product_sales,usd_mm,YEAR,433.444,2013-12-31
1298,Forest Laboratories,Bystolic,product_sales,usd_mm,YEAR,529.615,2013-12-31
7699,Merck & Co,RotaTeq,product_sales,usd_mm,YEAR,471.000,2013-12-31
1701,Novartis,Enoxaparin Sodium,product_sales,usd_mm,YEAR,213.000,2013-12-31
461,Eisai,Aloxi,product_sales,usd_mm,YEAR,428.413,2013-12-31
5154,Johnson & Johnson,Risperdal Consta,product_sales,usd_mm,YEAR,440.000,2013-12-31
357,GlaxoSmithKline,Ventolin HFA,product_sales,usd_mm,YEAR,455.283,2013-12-31
4566,Novo Nordisk,NovoMix 30,product_sales,usd_mm,YEAR,479.867,2013-12-31
87,Shire,Adderall XR,product_sales,usd_mm,YEAR,375.400,2013-12-31
2775,Novartis,Exelon,product_sales,usd_mm,YEAR,457.000,2013-12-31
3802,Bayer,Kogenate,product_sales,usd_mm,YEAR,438.379,2013-12-31
253,Sanofi,Adacel,product_sales,usd_mm,YEAR,347.617,2013-12-31
1794,Merck & Co,Temodar,product_sales,usd_mm,YEAR,304.000,2013-12-31
1286,Reckitt Benckiser,Suboxone,product_sales,usd_mm,YEAR,78.012,2013-12-31
3371,GlaxoSmithKline,Hepatitis Vaccine Franchise,product_sales,usd_mm,YEAR,411.475,2013-12-31
4611,Novartis,Patanol,product_sales,usd_mm,YEAR,441.000,2013-12-31
1453,UCB,Cimzia,product_sales,usd_mm,YEAR,503.472,2013-12-31
309,Novartis,Afinitor,product_sales,usd_mm,YEAR,691.000,2013-12-31
1701,Sanofi,Lovenox,product_sales,usd_mm,YEAR,248.415,2013-12-31
499,Gilead Sciences,Letairis,product_sales,usd_mm,YEAR,519.966,2013-12-31
6224,Johnson & Johnson,Oral Contraceptive Franchise,product_sales,usd_mm,YEAR,379.453,2013-12-31
5911,Takeda,Colcrys,product_sales,usd_mm,YEAR,518.290,2013-12-31
2058,Bristol-Myers Squibb,Sprycel,product_sales,usd_mm,YEAR,541.000,2013-12-31
3190,Novartis,Ritalin/Ritalin LA,product_sales,usd_mm,YEAR,435.000,2013-12-31
5309,Alexion Pharmaceuticals,Soliris,product_sales,usd_mm,YEAR,561.405,2013-12-31
1614,Daiichi Sankyo,Welchol,product_sales,usd_mm,YEAR,422.421,2013-12-31
1117,Boehringer Ingelheim,Micardis,product_sales,usd_mm,YEAR,378.001,2013-12-31
3748,Takeda,Dexilant,product_sales,usd_mm,YEAR,502.311,2013-12-31
6996,Warner Chilcott,Loestrin 24 FE,product_sales,usd_mm,YEAR,184.173,2013-12-31
5409,Sanofi,Synvisc,product_sales,usd_mm,YEAR,391.884,2013-12-31
1156,Gilead Sciences,Viread,product_sales,usd_mm,YEAR,428.190,2013-12-31
1205,Merck & Co,Claritin OTC,product_sales,usd_mm,YEAR,410.000,2013-12-31
2624,GlaxoSmithKline,Epzicom/Kivexa,product_sales,usd_mm,YEAR,420.863,2013-12-31
804,Eli Lilly,Strattera,product_sales,usd_mm,YEAR,446.300,2013-12-31
39,Astellas Pharma,Prograf,product_sales,usd_mm,YEAR,295.595,2013-12-31
5574,Novartis,Travatan,product_sales,usd_mm,YEAR,414.200,2013-12-31
5842,Jazz Pharmaceuticals,Xyrem,product_sales,usd_mm,YEAR,569.113,2013-12-31
205,Boehringer Ingelheim,Aggrenox,product_sales,usd_mm,YEAR,407.724,2013-12-31
4929,Teva Pharmaceutical Industries,ProAir HFA,product_sales,usd_mm,YEAR,392.000,2013-12-31
5049,Gilead Sciences,Ranexa,product_sales,usd_mm,YEAR,448.624,2013-12-31
679,Procter & Gamble,Prilosec OTC,product_sales,usd_mm,YEAR,345.313,2013-12-31
1146,Roche,Tamiflu,product_sales,usd_mm,YEAR,462.009,2013-12-31
210,Johnson & Johnson,AcipHex,product_sales,usd_mm,YEAR,265.000,2013-12-31
4584,Merck & Co,NuvaRing,product_sales,usd_mm,YEAR,426.000,2013-12-31
7336,Merck & Co,M-M-R II,product_sales,usd_mm,YEAR,307.000,2013-12-31
2805,Eli Lilly,Zyprexa,product_sales,usd_mm,YEAR,123.600,2013-12-31
109,Shire,Lialda,product_sales,usd_mm,YEAR,474.555,2013-12-31
2777,Novartis,Exforge,product_sales,usd_mm,YEAR,356.000,2013-12-31
996,Pfizer,BeneFIX,product_sales,usd_mm,YEAR,395.000,2013-12-31
3605,United Therapeutics,Remodulin,product_sales,usd_mm,YEAR,373.296,2013-12-31
1175,Bristol-Myers Squibb,Onglyza,product_sales,usd_mm,YEAR,396.000,2013-12-31
4995,Teva Pharmaceutical Industries,Provigil,product_sales,usd_mm,YEAR,29.333,2013-12-31
215,Novartis,Reclast,product_sales,usd_mm,YEAR,92.814,2013-12-31
1922,AbbVie,Creon,product_sales,usd_mm,YEAR,412.000,2013-12-31
553,Novartis,Tasigna,product_sales,usd_mm,YEAR,428.000,2013-12-31
1617,AbbVie,TriLipix,product_sales,usd_mm,YEAR,143.000,2013-12-31
7033,GlaxoSmithKline,Pediarix,product_sales,usd_mm,YEAR,423.992,2013-12-31
5705,Roche,Valcyte,product_sales,usd_mm,YEAR,386.447,2013-12-31
1133,Roche,Pulmozyme,product_sales,usd_mm,YEAR,383.209,2013-12-31
2486,Eli Lilly,Effient,product_sales,usd_mm,YEAR,376.900,2013-12-31
3621,Novo Nordisk,Human insulin & devices,product_sales,usd_mm,YEAR,351.974,2013-12-31
1155,Pfizer,Sutent,product_sales,usd_mm,YEAR,351.000,2013-12-31
1515,Pfizer,Centrum,product_sales,usd_mm,YEAR,339.065,2013-12-31
159,Celgene,Abraxane,product_sales,usd_mm,YEAR,505.000,2013-12-31
734,Teva Pharmaceutical Industries,Nuvigil,product_sales,usd_mm,YEAR,299.304,2013-12-31
117,Celgene,Vidaza,product_sales,usd_mm,YEAR,275.000,2013-12-31
6475,United Therapeutics,Tyvaso,product_sales,usd_mm,YEAR,438.793,2013-12-31
5921,Dendreon,Provenge,product_sales,usd_mm,YEAR,283.676,2013-12-31
3820,UCB,Vimpat,product_sales,usd_mm,YEAR,417.124,2013-12-31
1649,ViroPharma,Cinryze,product_sales,usd_mm,YEAR,396.996,2013-12-31
3645,General Electric,Visipaque,product_sales,usd_mm,YEAR,272.026,2013-12-31
4484,Roche,Nutropin,product_sales,usd_mm,YEAR,289.296,2013-12-31
1163,Pfizer,Chantix,product_sales,usd_mm,YEAR,343.000,2013-12-31
6514,Pfizer,Revatio,product_sales,usd_mm,YEAR,67.000,2013-12-31
210,Eisai,AcipHex,product_sales,usd_mm,YEAR,188.297,2013-12-31
2824,AstraZeneca,Faslodex,product_sales,usd_mm,YEAR,324.000,2013-12-31
1081,Allergan,Lumigan,product_sales,usd_mm,YEAR,295.976,2013-12-31
222,Warner Chilcott,Actonel,product_sales,usd_mm,YEAR,180.596,2013-12-31
5832,Dainippon Sumitomo Pharma,Xopenex,product_sales,usd_mm,YEAR,120.834,2013-12-31
4623,Endo International,Opana ER,product_sales,usd_mm,YEAR,227.878,2013-12-31
1181,Johnson & Johnson,Invega,product_sales,usd_mm,YEAR,316.000,2013-12-31
1119,Novo Nordisk,Norditropin SimpleXx,product_sales,usd_mm,YEAR,404.877,2013-12-31
7195,Medicis Pharmaceutical,Solodyn,product_sales,usd_mm,YEAR,0.000,2013-12-31
313,Takeda,Prevacid,product_sales,usd_mm,YEAR,296.593,2013-12-31
2126,Amgen,Prolia,product_sales,usd_mm,YEAR,462.000,2013-12-31
1177,Johnson & Johnson,Simponi,product_sales,usd_mm,YEAR,404.000,2013-12-31
1122,GlaxoSmithKline,Lamictal,product_sales,usd_mm,YEAR,278.489,2013-12-31
3648,General Electric,Omnipaque,product_sales,usd_mm,YEAR,302.596,2013-12-31
807,Ranbaxy Laboratories,Atorvastatin,product_sales,usd_mm,YEAR,156.950,2013-12-31
5992,Shire,Intuniv,product_sales,usd_mm,YEAR,334.900,2013-12-31
1172,Teva Pharmaceutical Industries,Escitalopram Oxalate,product_sales,usd_mm,YEAR,36.460,2013-12-31
7633,Grifols,Prolastin-C A1P1,product_sales,usd_mm,YEAR,309.804,2013-12-31
1260,Amylin Pharmaceuticals,Byetta,product_sales,usd_mm,YEAR,0.000,2013-12-31
6848,Gilead Sciences,Complera,product_sales,usd_mm,YEAR,503.190,2013-12-31
489,AbbVie,Kaletra,product_sales,usd_mm,YEAR,244.000,2013-12-31
1817,Merck KGaA,Gonal-F,product_sales,usd_mm,YEAR,279.345,2013-12-31
4563,AbbVie,Norvir,product_sales,usd_mm,YEAR,318.167,2013-12-31
690,Merck & Co,Emend,product_sales,usd_mm,YEAR,293.000,2013-12-31
1172,Mylan,Escitalopram Oxalate,product_sales,usd_mm,YEAR,14.357,2013-12-31
1183,Johnson & Johnson,Nucynta,product_sales,usd_mm,YEAR,280.478,2013-12-31
7196,Novartis,Fluvirin,product_sales,usd_mm,YEAR,272.160,2013-12-31
5763,Novartis,Vigamox,product_sales,usd_mm,YEAR,283.500,2013-12-31
535,Takeda,Amitiza,product_sales,usd_mm,YEAR,256.648,2013-12-31
1195,Merck & Co,Victrelis,product_sales,usd_mm,YEAR,158.000,2013-12-31
5905,Acorda Therapeutics,Ampyra,product_sales,usd_mm,YEAR,302.600,2013-12-31
4764,Shire,Pentasa,product_sales,usd_mm,YEAR,280.600,2013-12-31
939,Bayer,Nexavar,product_sales,usd_mm,YEAR,290.924,2013-12-31
4087,Reckitt Benckiser,Mucinex SE/Humibid,product_sales,usd_mm,YEAR,134.769,2013-12-31
2379,Sanofi,Multaq,product_sales,usd_mm,YEAR,286.939,2013-12-31
5546,Roche,Actemra,product_sales,usd_mm,YEAR,338.951,2013-12-31
87,Teva Pharmaceutical Industries,Mixed Amphetamine Salts XR,product_sales,usd_mm,YEAR,191.982,2013-12-31
2089,Novartis,Exjade,product_sales,usd_mm,YEAR,265.000,2013-12-31
204,Valeant Pharmaceuticals International,Zovirax Topical,product_sales,usd_mm,YEAR,120.000,2013-12-31
2894,Grifols,Flebogamma,product_sales,usd_mm,YEAR,266.513,2013-12-31
2381,Bayer,Yasmin,product_sales,usd_mm,YEAR,188.636,2013-12-31
5390,Baxter International,Suprane,product_sales,usd_mm,YEAR,257.276,2013-12-31
921,Bristol-Myers Squibb,Baraclude,product_sales,usd_mm,YEAR,289.000,2013-12-31
5158,Johnson & Johnson,Xarelto,product_sales,usd_mm,YEAR,864.000,2013-12-31
4369,Novartis,Myfortic,product_sales,usd_mm,YEAR,270.000,2013-12-31
1122,GlaxoSmithKline,Lamictal XR,product_sales,usd_mm,YEAR,153.325,2013-12-31
2203,Hospira,Precedex,product_sales,usd_mm,YEAR,292.813,2013-12-31
2013,Eisai,Dacogen,product_sales,usd_mm,YEAR,134.815,2013-12-31
5478,Auxilium Pharmaceuticals,Testim,product_sales,usd_mm,YEAR,206.200,2013-12-31
1271,AstraZeneca,Pulmicort Respules,product_sales,usd_mm,YEAR,224.000,2013-12-31
7654,GlaxoSmithKline,Boostrix,product_sales,usd_mm,YEAR,286.312,2013-12-31
3770,UCB,E Keppra,product_sales,usd_mm,YEAR,296.238,2013-12-31
5859,AbbVie,Zemplar,product_sales,usd_mm,YEAR,218.000,2013-12-31
4445,Novartis,TOBI,product_sales,usd_mm,YEAR,268.000,2013-12-31
2662,Merck & Co,Invanz,product_sales,usd_mm,YEAR,252.000,2013-12-31
369,Teva Pharmaceutical Industries,QVAR,product_sales,usd_mm,YEAR,242.600,2013-12-31
1542,Johnson & Johnson,Zyrtec,product_sales,usd_mm,YEAR,202.033,2013-12-31
4170,Pfizer,Skelaxin,product_sales,usd_mm,YEAR,146.500,2013-12-31
5197,Merck KGaA,Saizen,product_sales,usd_mm,YEAR,214.763,2013-12-31
2501,Pfizer,Relpax,product_sales,usd_mm,YEAR,218.000,2013-12-31
1121,Bristol-Myers Squibb,Sustiva,product_sales,usd_mm,YEAR,209.923,2013-12-31
852,Pfizer,Tazocin/Zosyn,product_sales,usd_mm,YEAR,172.000,2013-12-31
8463,Emergent BioSolutions,BioThrax,product_sales,usd_mm,YEAR,246.700,2013-12-31
2837,Takeda,Uloric,product_sales,usd_mm,YEAR,268.632,2013-12-31
4574,Amgen,Nplate,product_sales,usd_mm,YEAR,241.000,2013-12-31
1165,Pfizer,Geodon,product_sales,usd_mm,YEAR,84.000,2013-12-31
1532,Sanofi,Cerezyme,product_sales,usd_mm,YEAR,236.459,2013-12-31
7320,GlaxoSmithKline,Coreg CR,product_sales,usd_mm,YEAR,203.391,2013-12-31
2694,Novogyne Pharmaceuticals,Vivelle-Dot/Estradot,product_sales,usd_mm,YEAR,218.568,2013-12-31
3704,Spectrum Pharmaceuticals,Fusilev,product_sales,usd_mm,YEAR,68.400,2013-12-31
3207,Pfizer,Genotropin,product_sales,usd_mm,YEAR,199.000,2013-12-31
147,Bristol-Myers Squibb,Orencia SC,product_sales,usd_mm,YEAR,345.000,2013-12-31
878,Teva Pharmaceutical Industries,Azilect,product_sales,usd_mm,YEAR,226.102,2013-12-31
5482,Lundbeck,Xenazine,product_sales,usd_mm,YEAR,248.305,2013-12-31
5979,Merck & Co,Dulera,product_sales,usd_mm,YEAR,309.000,2013-12-31
2808,Sanofi,Fabrazyme,product_sales,usd_mm,YEAR,260.371,2013-12-31
1172,Forest Laboratories,Lexapro,product_sales,usd_mm,YEAR,89.744,2013-12-31
6351,Dainippon Sumitomo Pharma,Latuda,product_sales,usd_mm,YEAR,421.422,2013-12-31
2690,Warner Chilcott,Estrace Cream,product_sales,usd_mm,YEAR,160.668,2013-12-31
2607,Merck & Co,Integrilin,product_sales,usd_mm,YEAR,170.000,2013-12-31
232,Merck & Co,Avelox,product_sales,usd_mm,YEAR,130.000,2013-12-31
87,IMPAX Laboratories,Mixed Amphetamine Salts XR,product_sales,usd_mm,YEAR,106.867,2013-12-31
7133,Baxter International,Recombinate,product_sales,usd_mm,YEAR,184.488,2013-12-31
2841,Baxter International,FEIBA VH,product_sales,usd_mm,YEAR,197.683,2013-12-31
985,Par Pharmaceutical Companies,Metoprolol Succinate XR,product_sales,usd_mm,YEAR,56.670,2013-12-31
5054,Pfizer,Rapamune,product_sales,usd_mm,YEAR,201.000,2013-12-31
5488,Celgene,Thalomid,product_sales,usd_mm,YEAR,173.295,2013-12-31
985,Actavis,Metoprolol Succinate,product_sales,usd_mm,YEAR,160.121,2013-12-31
1505,Roche,CellCept,product_sales,usd_mm,YEAR,220.210,2013-12-31
141,General Electric,Myoview,product_sales,usd_mm,YEAR,152.491,2013-12-31
884,Daiichi Sankyo,Azor,product_sales,usd_mm,YEAR,173.762,2013-12-31
2414,Mylan,Fentanyl Transdermal System,product_sales,usd_mm,YEAR,180.950,2013-12-31
2740,Johnson & Johnson,Intelence,product_sales,usd_mm,YEAR,187.000,2013-12-31
5980,Novartis,Extravan/DuoTrav,product_sales,usd_mm,YEAR,192.500,2013-12-31
1332,GlaxoSmithKline,Tums,product_sales,usd_mm,YEAR,179.923,2013-12-31
6369,AstraZeneca,FluMist,product_sales,usd_mm,YEAR,199.000,2013-12-31
5811,Valeant Pharmaceuticals International,Wellbutrin XL,product_sales,usd_mm,YEAR,159.625,2013-12-31
7036,Vertex Pharmaceuticals,Kalydeco,product_sales,usd_mm,YEAR,216.629,2013-12-31
2053,Warner Chilcott,Enablex,product_sales,usd_mm,YEAR,104.368,2013-12-31
818,Boehringer Ingelheim,Atrovent HFA,product_sales,usd_mm,YEAR,180.201,2013-12-31
4994,Merck & Co,Proventil-HFA,product_sales,usd_mm,YEAR,168.000,2013-12-31
2595,Galderma,Epiduo,product_sales,usd_mm,YEAR,184.901,2013-12-31
773,Merck & Co,Asmanex,product_sales,usd_mm,YEAR,162.000,2013-12-31
3432,Eli Lilly,Humatrope,product_sales,usd_mm,YEAR,138.800,2013-12-31
2892,Baxter International,Tisseel,product_sales,usd_mm,YEAR,173.650,2013-12-31
3009,Merck & Co,Puregon/Follistim,product_sales,usd_mm,YEAR,181.000,2013-12-31
399,Novartis,Tekturna,product_sales,usd_mm,YEAR,93.400,2013-12-31
6822,Forest Laboratories,Viibryd,product_sales,usd_mm,YEAR,199.027,2013-12-31
6350,Bristol-Myers Squibb,Kombiglyze XR,product_sales,usd_mm,YEAR,195.000,2013-12-31
5922,Merck & Co,Saphris,product_sales,usd_mm,YEAR,157.070,2013-12-31
